SNR (dB),P(fail)
0.0,0.99990515123
0.01,0.999642813084
0.02,0.998788475672
0.03,0.996304805134
0.04,0.989878288072
0.05,0.975121603755
0.06,0.945140873775
0.07,0.891408003796
0.08,0.806708195408
0.09,0.689632631676
0.1,0.548155617613
0.11,0.399139288717
0.12,0.262743289899
0.13,0.154579911853
0.14,0.0804896669688
0.15,0.036784145684
0.16,0.0146481003511
0.17,0.00505081204472
0.18,0.0014995625721
0.19,0.000381410003429
0.2,8.27233837086e-05
0.21,1.5233594602e-05
0.22,2.37223969805e-06
0.23,3.11195939383e-07
0.24,3.42643052423e-08
0.25,3.15544049934e-09
0.26,2.4222558176e-10
0.27,1.54490279849e-11
0.28,8.16064360465e-13
0.29,3.55916546697e-14
0.3,1.27780601228e-15
0.31,3.76528992814e-17
0.32,9.08032644533e-19
0.33,1.78712092112e-20
0.34,2.86260309483e-22
0.35,3.72179256133e-24
0.36,3.91722453992e-26
0.37,3.32898902285e-28
0.38,2.27848175581e-30
0.39,1.25281685886e-32
0.4,5.520319676e-35
0.41,1.9445348348e-37
0.42,5.46254443335e-40
0.43,1.22085909154e-42
0.44,2.16570587759e-45
0.45,3.04211124311e-48
0.46,3.37578278706e-51
0.47,2.95243936896e-54
0.48,2.03037527778e-57
0.49,1.09531178628e-60
0.5,4.62418369496e-64
0.51,1.52414858564e-67
0.52,3.91254589433e-71
0.53,7.80295313017e-75
0.54,1.20595870898e-78
0.55,1.44066020039e-82
0.56,1.32678258566e-86
0.57,9.39438365704e-91
0.58,5.09979146435e-95
0.59,2.11639928658e-99
0.6,6.69430802138e-104
0.61,1.60890742284e-108
0.62,2.92871324679e-113
0.63,4.02430861863e-118
0.64,4.15971836177e-123
0.65,3.22271731743e-128
0.66,1.864352001e-133
0.67,8.02183677388e-139
0.68,2.5567044213e-144
0.69,6.01026078338e-150
0.7,1.03747890102e-155
0.71,1.30895419137e-161
0.72,1.2012440296e-167
0.73,7.97840209905e-174
0.74,3.81510309087e-180
0.75,1.30628955817e-186
0.76,3.18463668743e-193
0.77,5.49562922063e-200
0.78,6.67214500982e-207
0.79,5.66316748453e-214
0.8,3.33852714287e-221
0.81,1.35770852399e-228
0.82,3.78238980611e-236
0.83,7.16608726404e-244
0.84,0.0
0.85,0.0
0.86,0.0
0.87,0.0
0.88,0.0
0.89,0.0
0.9,0.0
0.91,0.0
0.92,0.0
0.93,0.0
0.94,0.0
0.95,0.0
0.96,0.0
0.97,0.0
0.98,0.0
0.99,0.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
